"subdistrictid","subdistrictcityid","subdistrictname","createdby","createddate","updatedby","updateddate","isactive"
351512,3515,Balongbendo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351513,3515,Taman,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351514,3515,Sukodono,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351515,3515,Buduran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351516,3515,Gedangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351517,3515,Sedati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351518,3515,Waru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351601,3516,Jatirejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351602,3516,Gondang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351603,3516,Pacet,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351604,3516,Trawas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351605,3516,Ngoro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351606,3516,Pungging,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351607,3516,Kutorejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351608,3516,Mojosari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351609,3516,Dlanggu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351610,3516,Bangsal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351611,3516,Puri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351612,3516,Trowulan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351613,3516,Sooko,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351614,3516,Gedeg,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351615,3516,Kemlagi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351616,3516,Jetis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351617,3516,Dawarblandong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351618,3516,Mojoanyar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351701,3517,Perak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351702,3517,Gudo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351703,3517,Ngoro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351704,3517,Bareng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351705,3517,Wonosalam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351706,3517,Mojoagung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351707,3517,Mojowarno,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351708,3517,Diwek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351709,3517,Jombang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351710,3517,Peterongan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351711,3517,Sumobito,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351712,3517,Kesamben,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351713,3517,Tembelang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351714,3517,Ploso,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351715,3517,Plandaan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351716,3517,Kabuh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351717,3517,Kudu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351718,3517,Bandarkedungmulyo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351719,3517,Jogoroto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351720,3517,Megaluh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351721,3517,Ngusikan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351801,3518,Sawahan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351802,3518,Ngetos,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351803,3518,Berbek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351804,3518,Loceret,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351805,3518,Pace,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351806,3518,Prambon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351807,3518,Ngronggot,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351808,3518,Kertosono,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351809,3518,Patianrowo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351810,3518,Baron,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351811,3518,Tanjunganom,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351812,3518,Sukomoro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351813,3518,Nganjuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351814,3518,Bagor,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351815,3518,Wilangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351816,3518,Rejoso,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351817,3518,Gondang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351818,3518,Ngluyu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351819,3518,Lengkong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351820,3518,Jatikalen,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351901,3519,Kebon Sari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351902,3519,Dolopo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351903,3519,Geger,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351904,3519,Dagangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351905,3519,Kare,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351906,3519,Gemarang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351907,3519,Wungu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351908,3519,Madiun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351909,3519,Jiwan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351910,3519,Balerejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351911,3519,Mejayan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351912,3519,Saradan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351913,3519,Pilangkenceng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351914,3519,Sawahan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
351915,3519,Wonoasri,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352001,3520,Poncol,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352002,3520,Parang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352003,3520,Lembeyan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352004,3520,Takeran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352005,3520,Kawedanan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352006,3520,Magetan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352007,3520,Plaosan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352008,3520,Panekan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352009,3520,Sukomoro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352010,3520,Bendo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352011,3520,Maospati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352012,3520,Barat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352013,3520,Karangrejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352014,3520,Karas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352015,3520,Kartoharjo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352016,3520,Ngariboyo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352017,3520,Nguntoronadi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352018,3520,Sidorejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352101,3521,Sine,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352102,3521,Ngrambe,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352103,3521,Jogorogo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352104,3521,Kendal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352105,3521,Geneng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352106,3521,Kwadungan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352107,3521,Karangjati,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352108,3521,Padas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352109,3521,Ngawi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352110,3521,Paron,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352111,3521,Kedunggalar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352112,3521,Widodaren,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352113,3521,Mantingan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352114,3521,Pangkur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352115,3521,Bringin,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352116,3521,Pitu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352117,3521,Karanganyar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352118,3521,Gerih,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352119,3521,Kasreman,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352201,3522,Ngraho,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352202,3522,Tambakrejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352203,3522,Ngambon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352204,3522,Ngasem,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352205,3522,Bubulan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352206,3522,Dander,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352207,3522,Sugihwaras,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352208,3522,Kedungadem,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352209,3522,Kepohbaru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352210,3522,Baureno,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352211,3522,Kanor,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352212,3522,Sumberejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352213,3522,Balen,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352214,3522,Kapas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352215,3522,Bojonegoro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352216,3522,Kalitidu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352217,3522,Malo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352218,3522,Purwosari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352219,3522,Padangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352220,3522,Kasiman,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352221,3522,Temayang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352222,3522,Margomulyo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352223,3522,Trucuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352224,3522,Sukosewu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352225,3522,Kedewan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352226,3522,Gondang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352227,3522,Sekar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352228,3522,Gayam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352301,3523,Kenduruan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352302,3523,Jatirogo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352303,3523,Bangilan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352304,3523,Bancar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352305,3523,Senori,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352306,3523,Tambakboyo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352307,3523,Singgahan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352308,3523,Kerek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352309,3523,Parengan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352310,3523,Montong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352311,3523,Soko,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352312,3523,Jenu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352313,3523,Merakurak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352314,3523,Rengel,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352315,3523,Semanding,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352316,3523,Tuban,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352317,3523,Plumpang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352318,3523,Palang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352319,3523,Widang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352320,3523,Grabagan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352401,3524,Sukorame,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352402,3524,Bluluk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352403,3524,Modo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352404,3524,Ngimbang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352405,3524,Babat,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352406,3524,Kedungpring,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352407,3524,Brondong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352408,3524,Laren,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352409,3524,Sekaran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352410,3524,Maduran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352411,3524,Sambeng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352412,3524,Sugio,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352413,3524,Pucuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352414,3524,Paciran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352415,3524,Solokuro,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352416,3524,Mantup,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352417,3524,Sukodadi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352418,3524,Karanggeneng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352419,3524,Kembangbahu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352420,3524,Kalitengah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352421,3524,Turi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352422,3524,Lamongan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352423,3524,Tikung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352424,3524,Karangbinangun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352425,3524,Deket,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352426,3524,Glagah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352427,3524,Sarirejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352501,3525,Dukun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352502,3525,Balongpanggang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352503,3525,Panceng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352504,3525,Benjeng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352505,3525,Duduksampeyan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352506,3525,Wringinanom,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352507,3525,Ujungpangkah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352508,3525,Kedamean,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352509,3525,Sidayu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352510,3525,Manyar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352511,3525,Cerme,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352512,3525,Bungah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352513,3525,Menganti,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352514,3525,Kebomas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352515,3525,Driyorejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352516,3525,Gresik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352517,3525,Sangkapura,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352518,3525,Tambak,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352601,3526,Bangkalan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352602,3526,Socah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352603,3526,Burneh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352604,3526,Kamal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352605,3526,Arosbaya,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352606,3526,Geger,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352607,3526,Klampis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352608,3526,Sepulu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352609,3526,Tanjung Bumi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352610,3526,Kokop,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352611,3526,Kwanyar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352612,3526,Labang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352613,3526,Tanah Merah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352614,3526,Tragah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352615,3526,Blega,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352616,3526,Modung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352617,3526,Konang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352618,3526,Galis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352701,3527,Sreseh,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352702,3527,Torjun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352703,3527,Sampang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352704,3527,Camplong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352705,3527,Omben,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352706,3527,Kedungdung,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352707,3527,Jrengik,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352708,3527,Tambelangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352709,3527,Banyuates,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352710,3527,Robatal,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352711,3527,Sokobanah,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352712,3527,Ketapang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352713,3527,Pangarengan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352714,3527,Karangpenang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352801,3528,Tlanakan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352802,3528,Pademawu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352803,3528,Galis,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352804,3528,Pamekasan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352805,3528,Proppo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352806,3528,Palenggaan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352807,3528,Pegantenan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352808,3528,Larangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352809,3528,Pakong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352810,3528,Waru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352811,3528,Batumarmar,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352812,3528,Kadur,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352813,3528,Pasean,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352901,3529,Kota Sumenep,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352902,3529,Kalianget,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352903,3529,Manding,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352904,3529,Talango,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352905,3529,Bluto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352906,3529,Saronggi,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352907,3529,Lenteng,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352908,3529,Giliginting,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352909,3529,Guluk-Guluk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352910,3529,Ganding,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352911,3529,Pragaan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352912,3529,Ambunten,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352913,3529,Pasongsongan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352914,3529,Dasuk,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352915,3529,Rubaru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352916,3529,Batang Batang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352917,3529,Batuputih,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352918,3529,Dungkek,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352919,3529,Gapura,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352920,3529,Gayam,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352921,3529,Nonggunong,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352922,3529,Raas,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352923,3529,Masalembu,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352924,3529,Arjasa,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352925,3529,Sapeken,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352926,3529,Batuan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
352927,3529,Kangayan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357101,3571,Mojoroto,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357102,3571,Kota,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357103,3571,Pesantren,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357201,3572,Kepanjenkidul,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357202,3572,Sukorejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357203,3572,Sananwetan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357301,3573,Blimbing,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357302,3573,Klojen,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357303,3573,Kedungkandang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357304,3573,Sukun,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357305,3573,Lowokwaru,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357401,3574,Kademangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357402,3574,Wonoasih,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357403,3574,Mayangan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357404,3574,Kanigaran,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357405,3574,Kedopok,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357501,3575,Gadingrejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357502,3575,Purworejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357503,3575,Bugul Kidul,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357504,3575,Panggungrejo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357601,3576,Prajuritkulon,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357602,3576,Magersari,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357603,3576,Kranggan,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357701,3577,Kartoharjo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357702,3577,Manguharjo,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357703,3577,Taman,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
357801,3578,Karang Pilang,"1","2022-05-19 08:08:01","1","2022-05-19 08:08:01",1
